LastIdentificationCache	Gender	NumberOfUnits	LocalityDescription	LocalityDescription_2	CollectionDay	CollectionMonth	CollectionYear	CollectionEndDay	CollectionEndMonth	CollectionEndYear	CollectionTimeSpan	CollectingMethod	EUNIS	Altitude	Value	PlotID	startdate	enddate
Xysticus cristatus	female	1	Nelson-Mandela	Nelson-Mandela_2020_E2.6	8	5	2020	15	5	2020	151	Bodenfalle	E2.6		5		08.05.2020	15.05.2020
Arctosa leopardus	male	1	Nelson-Mandela	Nelson-Mandela_2020_E2.6	15	5	2020	27	5	2020	151	Bodenfalle	E2.6		5		15.05.2020	27.05.2020
Arctosa leopardus	female	1	Nelson-Mandela	Nelson-Mandela_2020_E2.6	15	5	2020	27	5	2020	151	Bodenfalle	E2.6		5		15.05.2020	27.05.2020
Arctosa leopardus	male	1	Nelson-Mandela	Nelson-Mandela_2020_E2.6	15	5	2020	27	5	2020	151	Bodenfalle	E2.6		5		15.05.2020	27.05.2020
Diplostyla concolor	female	1	Nelson-Mandela	Nelson-Mandela_2020_E2.6	15	5	2020	27	5	2020	151	Bodenfalle	E2.6		5		15.05.2020	27.05.2020
Enoplognatha thoracica	male	1	Nelson-Mandela	Nelson-Mandela_2020_E2.6	15	5	2020	27	5	2020	151	Bodenfalle	E2.6		5		15.05.2020	27.05.2020
Erigone atra	male	1	Nelson-Mandela	Nelson-Mandela_2020_E2.6	15	5	2020	27	5	2020	151	Bodenfalle	E2.6		5		15.05.2020	27.05.2020
Erigone atra	female	1	Nelson-Mandela	Nelson-Mandela_2020_E2.6	15	5	2020	27	5	2020	151	Bodenfalle	E2.6		5		15.05.2020	27.05.2020
Erigone dentipalpis	male	3	Nelson-Mandela	Nelson-Mandela_2020_E2.6	15	5	2020	27	5	2020	151	Bodenfalle	E2.6		5		15.05.2020	27.05.2020
Erigone dentipalpis	female	1	Nelson-Mandela	Nelson-Mandela_2020_E2.6	15	5	2020	27	5	2020	151	Bodenfalle	E2.6		5		15.05.2020	27.05.2020
Erigone dentipalpis	male	3	Nelson-Mandela	Nelson-Mandela_2020_E2.6	15	5	2020	27	5	2020	151	Bodenfalle	E2.6		5		15.05.2020	27.05.2020
Hahnia nava	male	1	Nelson-Mandela	Nelson-Mandela_2020_E2.6	15	5	2020	27	5	2020	151	Bodenfalle	E2.6		5		15.05.2020	27.05.2020
Hahnia nava	male	1	Nelson-Mandela	Nelson-Mandela_2020_E2.6	15	5	2020	27	5	2020	151	Bodenfalle	E2.6		5		15.05.2020	27.05.2020
Pachygnatha degeeri	male	1	Nelson-Mandela	Nelson-Mandela_2020_E2.6	15	5	2020	27	5	2020	151	Bodenfalle	E2.6		5		15.05.2020	27.05.2020
Pachygnatha degeeri	female	1	Nelson-Mandela	Nelson-Mandela_2020_E2.6	15	5	2020	27	5	2020	151	Bodenfalle	E2.6		5		15.05.2020	27.05.2020
Pardosa palustris	male	1	Nelson-Mandela	Nelson-Mandela_2020_E2.6	15	5	2020	27	5	2020	151	Bodenfalle	E2.6		5		15.05.2020	27.05.2020
Pardosa palustris	female	1	Nelson-Mandela	Nelson-Mandela_2020_E2.6	15	5	2020	27	5	2020	151	Bodenfalle	E2.6		5		15.05.2020	27.05.2020
Pardosa pullata	male	1	Nelson-Mandela	Nelson-Mandela_2020_E2.6	15	5	2020	27	5	2020	151	Bodenfalle	E2.6		5		15.05.2020	27.05.2020
Pardosa pullata	male	1	Nelson-Mandela	Nelson-Mandela_2020_E2.6	15	5	2020	27	5	2020	151	Bodenfalle	E2.6		5		15.05.2020	27.05.2020
Piratula latitans	female	1	Nelson-Mandela	Nelson-Mandela_2020_E2.6	15	5	2020	27	5	2020	151	Bodenfalle	E2.6		5		15.05.2020	27.05.2020
Piratula latitans	male	1	Nelson-Mandela	Nelson-Mandela_2020_E2.6	15	5	2020	27	5	2020	151	Bodenfalle	E2.6		5		15.05.2020	27.05.2020
Trochosa ruricola	male	1	Nelson-Mandela	Nelson-Mandela_2020_E2.6	15	5	2020	27	5	2020	151	Bodenfalle	E2.6		5		15.05.2020	27.05.2020
Trochosa ruricola	male	1	Nelson-Mandela	Nelson-Mandela_2020_E2.6	15	5	2020	27	5	2020	151	Bodenfalle	E2.6		5		15.05.2020	27.05.2020
Zora spinimana	male	1	Nelson-Mandela	Nelson-Mandela_2020_E2.6	15	5	2020	27	5	2020	151	Bodenfalle	E2.6		5		15.05.2020	27.05.2020
Arctosa leopardus	female	1	Nelson-Mandela	Nelson-Mandela_2020_E2.6	27	5	2020	10	6	2020	151	Bodenfalle	E2.6		5		27.05.2020	10.06.2020
Arctosa leopardus	male	1	Nelson-Mandela	Nelson-Mandela_2020_E2.6	27	5	2020	10	6	2020	151	Bodenfalle	E2.6		5		27.05.2020	10.06.2020
Arctosa leopardus	male	2	Nelson-Mandela	Nelson-Mandela_2020_E2.6	27	5	2020	10	6	2020	151	Bodenfalle	E2.6		5		27.05.2020	10.06.2020
Dicymbium brevisetosum	female	1	Nelson-Mandela	Nelson-Mandela_2020_E2.6	27	5	2020	10	6	2020	151	Bodenfalle	E2.6		5		27.05.2020	10.06.2020
Erigone dentipalpis	male	4	Nelson-Mandela	Nelson-Mandela_2020_E2.6	27	5	2020	10	6	2020	151	Bodenfalle	E2.6		5		27.05.2020	10.06.2020
Erigone dentipalpis	male	1	Nelson-Mandela	Nelson-Mandela_2020_E2.6	27	5	2020	10	6	2020	151	Bodenfalle	E2.6		5		27.05.2020	10.06.2020
Erigone dentipalpis	male	8	Nelson-Mandela	Nelson-Mandela_2020_E2.6	27	5	2020	10	6	2020	151	Bodenfalle	E2.6		5		27.05.2020	10.06.2020
Oedothorax fuscus	male	1	Nelson-Mandela	Nelson-Mandela_2020_E2.6	27	5	2020	10	6	2020	151	Bodenfalle	E2.6		5		27.05.2020	10.06.2020
Pachygnatha degeeri	female	1	Nelson-Mandela	Nelson-Mandela_2020_E2.6	27	5	2020	10	6	2020	151	Bodenfalle	E2.6		5		27.05.2020	10.06.2020
Pardosa palustris	male	1	Nelson-Mandela	Nelson-Mandela_2020_E2.6	27	5	2020	10	6	2020	151	Bodenfalle	E2.6		5		27.05.2020	10.06.2020
Pardosa palustris	male	1	Nelson-Mandela	Nelson-Mandela_2020_E2.6	27	5	2020	10	6	2020	151	Bodenfalle	E2.6		5		27.05.2020	10.06.2020
Pardosa palustris	female	1	Nelson-Mandela	Nelson-Mandela_2020_E2.6	27	5	2020	10	6	2020	151	Bodenfalle	E2.6		5		27.05.2020	10.06.2020
Pardosa palustris	female	2	Nelson-Mandela	Nelson-Mandela_2020_E2.6	27	5	2020	10	6	2020	151	Bodenfalle	E2.6		5		27.05.2020	10.06.2020
Tiso vagans	female	1	Nelson-Mandela	Nelson-Mandela_2020_E2.6	27	5	2020	10	6	2020	151	Bodenfalle	E2.6		5		27.05.2020	10.06.2020
Trochosa ruricola	male	2	Nelson-Mandela	Nelson-Mandela_2020_E2.6	27	5	2020	10	6	2020	151	Bodenfalle	E2.6		5		27.05.2020	10.06.2020
Trochosa ruricola	male	1	Nelson-Mandela	Nelson-Mandela_2020_E2.6	27	5	2020	10	6	2020	151	Bodenfalle	E2.6		5		27.05.2020	10.06.2020
Trochosa ruricola	female	1	Nelson-Mandela	Nelson-Mandela_2020_E2.6	27	5	2020	10	6	2020	151	Bodenfalle	E2.6		5		27.05.2020	10.06.2020
Trochosa ruricola	male	1	Nelson-Mandela	Nelson-Mandela_2020_E2.6	27	5	2020	10	6	2020	151	Bodenfalle	E2.6		5		27.05.2020	10.06.2020
Trochosa ruricola	male	2	Nelson-Mandela	Nelson-Mandela_2020_E2.6	27	5	2020	10	6	2020	151	Bodenfalle	E2.6		5		27.05.2020	10.06.2020
Erigone dentipalpis	male	3	Nelson-Mandela	Nelson-Mandela_2020_E2.6	10	6	2020	18	6	2020	151	Bodenfalle	E2.6		5		10.06.2020	18.06.2020
Erigone dentipalpis	male	1	Nelson-Mandela	Nelson-Mandela_2020_E2.6	10	6	2020	18	6	2020	151	Bodenfalle	E2.6		5		10.06.2020	18.06.2020
Erigone dentipalpis	male	3	Nelson-Mandela	Nelson-Mandela_2020_E2.6	10	6	2020	18	6	2020	151	Bodenfalle	E2.6		5		10.06.2020	18.06.2020
Erigone dentipalpis	female	1	Nelson-Mandela	Nelson-Mandela_2020_E2.6	10	6	2020	18	6	2020	151	Bodenfalle	E2.6		5		10.06.2020	18.06.2020
Oedothorax fuscus	male	1	Nelson-Mandela	Nelson-Mandela_2020_E2.6	10	6	2020	18	6	2020	151	Bodenfalle	E2.6		5		10.06.2020	18.06.2020
Tenuiphantes tenuis	female	1	Nelson-Mandela	Nelson-Mandela_2020_E2.6	10	6	2020	18	6	2020	151	Bodenfalle	E2.6		5		10.06.2020	18.06.2020
Trochosa ruricola	female	1	Nelson-Mandela	Nelson-Mandela_2020_E2.6	10	6	2020	18	6	2020	151	Bodenfalle	E2.6		5		10.06.2020	18.06.2020
Agyneta rurestris	male	1	Nelson-Mandela	Nelson-Mandela_2020_E2.6	18	6	2020	2	7	2020	151	Bodenfalle	E2.6		5		18.06.2020	02.07.2020
Arctosa leopardus	female	1	Nelson-Mandela	Nelson-Mandela_2020_E2.6	18	6	2020	2	7	2020	151	Bodenfalle	E2.6		5		18.06.2020	02.07.2020
Erigone atra	male	2	Nelson-Mandela	Nelson-Mandela_2020_E2.6	18	6	2020	2	7	2020	151	Bodenfalle	E2.6		5		18.06.2020	02.07.2020
Erigone atra	male	3	Nelson-Mandela	Nelson-Mandela_2020_E2.6	18	6	2020	2	7	2020	151	Bodenfalle	E2.6		5		18.06.2020	02.07.2020
Erigone atra	female	1	Nelson-Mandela	Nelson-Mandela_2020_E2.6	18	6	2020	2	7	2020	151	Bodenfalle	E2.6		5		18.06.2020	02.07.2020
Erigone dentipalpis	male	1	Nelson-Mandela	Nelson-Mandela_2020_E2.6	18	6	2020	2	7	2020	151	Bodenfalle	E2.6		5		18.06.2020	02.07.2020
Erigone dentipalpis	male	1	Nelson-Mandela	Nelson-Mandela_2020_E2.6	18	6	2020	2	7	2020	151	Bodenfalle	E2.6		5		18.06.2020	02.07.2020
Erigone dentipalpis	female	2	Nelson-Mandela	Nelson-Mandela_2020_E2.6	18	6	2020	2	7	2020	151	Bodenfalle	E2.6		5		18.06.2020	02.07.2020
Erigone dentipalpis	male	5	Nelson-Mandela	Nelson-Mandela_2020_E2.6	18	6	2020	2	7	2020	151	Bodenfalle	E2.6		5		18.06.2020	02.07.2020
Erigone dentipalpis	male	14	Nelson-Mandela	Nelson-Mandela_2020_E2.6	18	6	2020	2	7	2020	151	Bodenfalle	E2.6		5		18.06.2020	02.07.2020
Oedothorax fuscus	male	1	Nelson-Mandela	Nelson-Mandela_2020_E2.6	18	6	2020	2	7	2020	151	Bodenfalle	E2.6		5		18.06.2020	02.07.2020
Oedothorax fuscus	female	1	Nelson-Mandela	Nelson-Mandela_2020_E2.6	18	6	2020	2	7	2020	151	Bodenfalle	E2.6		5		18.06.2020	02.07.2020
Oedothorax fuscus	female	1	Nelson-Mandela	Nelson-Mandela_2020_E2.6	18	6	2020	2	7	2020	151	Bodenfalle	E2.6		5		18.06.2020	02.07.2020
Oedothorax fuscus	male	2	Nelson-Mandela	Nelson-Mandela_2020_E2.6	18	6	2020	2	7	2020	151	Bodenfalle	E2.6		5		18.06.2020	02.07.2020
Pachygnatha degeeri	female	1	Nelson-Mandela	Nelson-Mandela_2020_E2.6	18	6	2020	2	7	2020	151	Bodenfalle	E2.6		5		18.06.2020	02.07.2020
Pachygnatha degeeri	male	1	Nelson-Mandela	Nelson-Mandela_2020_E2.6	18	6	2020	2	7	2020	151	Bodenfalle	E2.6		5		18.06.2020	02.07.2020
Pachygnatha degeeri	female	1	Nelson-Mandela	Nelson-Mandela_2020_E2.6	18	6	2020	2	7	2020	151	Bodenfalle	E2.6		5		18.06.2020	02.07.2020
Pachygnatha degeeri	male	1	Nelson-Mandela	Nelson-Mandela_2020_E2.6	18	6	2020	2	7	2020	151	Bodenfalle	E2.6		5		18.06.2020	02.07.2020
Pardosa palustris	male	1	Nelson-Mandela	Nelson-Mandela_2020_E2.6	18	6	2020	2	7	2020	151	Bodenfalle	E2.6		5		18.06.2020	02.07.2020
Pardosa palustris	female	1	Nelson-Mandela	Nelson-Mandela_2020_E2.6	18	6	2020	2	7	2020	151	Bodenfalle	E2.6		5		18.06.2020	02.07.2020
Trochosa ruricola	female	1	Nelson-Mandela	Nelson-Mandela_2020_E2.6	18	6	2020	2	7	2020	151	Bodenfalle	E2.6		5		18.06.2020	02.07.2020
Trochosa ruricola	male	4	Nelson-Mandela	Nelson-Mandela_2020_E2.6	18	6	2020	2	7	2020	151	Bodenfalle	E2.6		5		18.06.2020	02.07.2020
Agyneta rurestris	female	1	Nelson-Mandela	Nelson-Mandela_2020_E2.6	2	7	2020	16	7	2020	151	Bodenfalle	E2.6		5		02.07.2020	16.07.2020
Erigone atra	male	4	Nelson-Mandela	Nelson-Mandela_2020_E2.6	2	7	2020	16	7	2020	151	Bodenfalle	E2.6		5		02.07.2020	16.07.2020
Erigone atra	female	1	Nelson-Mandela	Nelson-Mandela_2020_E2.6	2	7	2020	16	7	2020	151	Bodenfalle	E2.6		5		02.07.2020	16.07.2020
Erigone atra	male	2	Nelson-Mandela	Nelson-Mandela_2020_E2.6	2	7	2020	16	7	2020	151	Bodenfalle	E2.6		5		02.07.2020	16.07.2020
Erigone atra	male	2	Nelson-Mandela	Nelson-Mandela_2020_E2.6	2	7	2020	16	7	2020	151	Bodenfalle	E2.6		5		02.07.2020	16.07.2020
Erigone dentipalpis	male	13	Nelson-Mandela	Nelson-Mandela_2020_E2.6	2	7	2020	16	7	2020	151	Bodenfalle	E2.6		5		02.07.2020	16.07.2020
Erigone dentipalpis	male	4	Nelson-Mandela	Nelson-Mandela_2020_E2.6	2	7	2020	16	7	2020	151	Bodenfalle	E2.6		5		02.07.2020	16.07.2020
Erigone dentipalpis	male	5	Nelson-Mandela	Nelson-Mandela_2020_E2.6	2	7	2020	16	7	2020	151	Bodenfalle	E2.6		5		02.07.2020	16.07.2020
Erigone dentipalpis	female	1	Nelson-Mandela	Nelson-Mandela_2020_E2.6	2	7	2020	16	7	2020	151	Bodenfalle	E2.6		5		02.07.2020	16.07.2020
Erigone dentipalpis	male	9	Nelson-Mandela	Nelson-Mandela_2020_E2.6	2	7	2020	16	7	2020	151	Bodenfalle	E2.6		5		02.07.2020	16.07.2020
Erigone dentipalpis	male	13	Nelson-Mandela	Nelson-Mandela_2020_E2.6	2	7	2020	16	7	2020	151	Bodenfalle	E2.6		5		02.07.2020	16.07.2020
Erigone dentipalpis	male	1	Nelson-Mandela	Nelson-Mandela_2020_E2.6	2	7	2020	16	7	2020	151	Bodenfalle	E2.6		5		02.07.2020	16.07.2020
Erigone dentipalpis	female	1	Nelson-Mandela	Nelson-Mandela_2020_E2.6	2	7	2020	16	7	2020	151	Bodenfalle	E2.6		5		02.07.2020	16.07.2020
Oedothorax fuscus	female	1	Nelson-Mandela	Nelson-Mandela_2020_E2.6	2	7	2020	16	7	2020	151	Bodenfalle	E2.6		5		02.07.2020	16.07.2020
Oedothorax fuscus	female	2	Nelson-Mandela	Nelson-Mandela_2020_E2.6	2	7	2020	16	7	2020	151	Bodenfalle	E2.6		5		02.07.2020	16.07.2020
Tenuiphantes tenuis	female	5	Nelson-Mandela	Nelson-Mandela_2020_E2.6	2	7	2020	16	7	2020	151	Bodenfalle	E2.6		5		02.07.2020	16.07.2020
Tenuiphantes tenuis	female	1	Nelson-Mandela	Nelson-Mandela_2020_E2.6	2	7	2020	16	7	2020	151	Bodenfalle	E2.6		5		02.07.2020	16.07.2020
Trochosa ruricola	male	2	Nelson-Mandela	Nelson-Mandela_2020_E2.6	2	7	2020	16	7	2020	151	Bodenfalle	E2.6		5		02.07.2020	16.07.2020
Erigone atra	female	1	Nelson-Mandela	Nelson-Mandela_2020_E2.6	16	7	2020	30	7	2020	151	Bodenfalle	E2.6		5		16.07.2020	30.07.2020
Erigone atra	male	2	Nelson-Mandela	Nelson-Mandela_2020_E2.6	16	7	2020	30	7	2020	151	Bodenfalle	E2.6		5		16.07.2020	30.07.2020
Erigone atra	female	3	Nelson-Mandela	Nelson-Mandela_2020_E2.6	16	7	2020	30	7	2020	151	Bodenfalle	E2.6		5		16.07.2020	30.07.2020
Erigone dentipalpis	male	11	Nelson-Mandela	Nelson-Mandela_2020_E2.6	16	7	2020	30	7	2020	151	Bodenfalle	E2.6		5		16.07.2020	30.07.2020
Erigone dentipalpis	male	13	Nelson-Mandela	Nelson-Mandela_2020_E2.6	16	7	2020	30	7	2020	151	Bodenfalle	E2.6		5		16.07.2020	30.07.2020
Erigone dentipalpis	female	7	Nelson-Mandela	Nelson-Mandela_2020_E2.6	16	7	2020	30	7	2020	151	Bodenfalle	E2.6		5		16.07.2020	30.07.2020
Erigone dentipalpis	male	5	Nelson-Mandela	Nelson-Mandela_2020_E2.6	16	7	2020	30	7	2020	151	Bodenfalle	E2.6		5		16.07.2020	30.07.2020
Erigone dentipalpis	female	2	Nelson-Mandela	Nelson-Mandela_2020_E2.6	16	7	2020	30	7	2020	151	Bodenfalle	E2.6		5		16.07.2020	30.07.2020
Erigone dentipalpis	female	1	Nelson-Mandela	Nelson-Mandela_2020_E2.6	16	7	2020	30	7	2020	151	Bodenfalle	E2.6		5		16.07.2020	30.07.2020
Erigone dentipalpis	male	8	Nelson-Mandela	Nelson-Mandela_2020_E2.6	16	7	2020	30	7	2020	151	Bodenfalle	E2.6		5		16.07.2020	30.07.2020
Erigone dentipalpis	male	2	Nelson-Mandela	Nelson-Mandela_2020_E2.6	16	7	2020	30	7	2020	151	Bodenfalle	E2.6		5		16.07.2020	30.07.2020
Oedothorax fuscus	male	1	Nelson-Mandela	Nelson-Mandela_2020_E2.6	16	7	2020	30	7	2020	151	Bodenfalle	E2.6		5		16.07.2020	30.07.2020
Oedothorax fuscus	male	2	Nelson-Mandela	Nelson-Mandela_2020_E2.6	16	7	2020	30	7	2020	151	Bodenfalle	E2.6		5		16.07.2020	30.07.2020
Oedothorax fuscus	female	1	Nelson-Mandela	Nelson-Mandela_2020_E2.6	16	7	2020	30	7	2020	151	Bodenfalle	E2.6		5		16.07.2020	30.07.2020
Oedothorax fuscus	male	1	Nelson-Mandela	Nelson-Mandela_2020_E2.6	16	7	2020	30	7	2020	151	Bodenfalle	E2.6		5		16.07.2020	30.07.2020
Pardosa palustris	female	2	Nelson-Mandela	Nelson-Mandela_2020_E2.6	16	7	2020	30	7	2020	151	Bodenfalle	E2.6		5		16.07.2020	30.07.2020
Trochosa ruricola	male	1	Nelson-Mandela	Nelson-Mandela_2020_E2.6	16	7	2020	30	7	2020	151	Bodenfalle	E2.6		5		16.07.2020	30.07.2020
Trochosa ruricola	female	1	Nelson-Mandela	Nelson-Mandela_2020_E2.6	16	7	2020	30	7	2020	151	Bodenfalle	E2.6		5		16.07.2020	30.07.2020
Troxochrus scabriculus	female	1	Nelson-Mandela	Nelson-Mandela_2020_E2.6	16	7	2020	30	7	2020	151	Bodenfalle	E2.6		5		16.07.2020	30.07.2020
Agyneta rurestris	female	1	Nelson-Mandela	Nelson-Mandela_2020_E2.6	30	7	2020	17	8	2020	151	Bodenfalle	E2.6		5		30.07.2020	17.08.2020
Erigone atra	male	1	Nelson-Mandela	Nelson-Mandela_2020_E2.6	30	7	2020	17	8	2020	151	Bodenfalle	E2.6		5		30.07.2020	17.08.2020
Erigone atra	female	2	Nelson-Mandela	Nelson-Mandela_2020_E2.6	30	7	2020	17	8	2020	151	Bodenfalle	E2.6		5		30.07.2020	17.08.2020
Erigone atra	male	2	Nelson-Mandela	Nelson-Mandela_2020_E2.6	30	7	2020	17	8	2020	151	Bodenfalle	E2.6		5		30.07.2020	17.08.2020
Erigone atra	female	1	Nelson-Mandela	Nelson-Mandela_2020_E2.6	30	7	2020	17	8	2020	151	Bodenfalle	E2.6		5		30.07.2020	17.08.2020
Erigone dentipalpis	male	4	Nelson-Mandela	Nelson-Mandela_2020_E2.6	30	7	2020	16	8	2020	151	Bodenfalle	E2.6		5		30.07.2020	16.08.2020
Erigone dentipalpis	female	4	Nelson-Mandela	Nelson-Mandela_2020_E2.6	30	7	2020	17	8	2020	151	Bodenfalle	E2.6		5		30.07.2020	17.08.2020
Erigone dentipalpis	male	8	Nelson-Mandela	Nelson-Mandela_2020_E2.6	30	7	2020	17	8	2020	151	Bodenfalle	E2.6		5		30.07.2020	17.08.2020
Erigone dentipalpis	male	12	Nelson-Mandela	Nelson-Mandela_2020_E2.6	30	7	2020	17	8	2020	151	Bodenfalle	E2.6		5		30.07.2020	17.08.2020
Erigone dentipalpis	male	7	Nelson-Mandela	Nelson-Mandela_2020_E2.6	30	7	2020	17	8	2020	151	Bodenfalle	E2.6		5		30.07.2020	17.08.2020
Erigone dentipalpis	male	5	Nelson-Mandela	Nelson-Mandela_2020_E2.6	30	7	2020	17	8	2020	151	Bodenfalle	E2.6		5		30.07.2020	17.08.2020
Erigone dentipalpis	male	2	Nelson-Mandela	Nelson-Mandela_2020_E2.6	30	7	2020	17	8	2020	151	Bodenfalle	E2.6		5		30.07.2020	17.08.2020
Erigone dentipalpis	female	3	Nelson-Mandela	Nelson-Mandela_2020_E2.6	30	7	2020	17	8	2020	151	Bodenfalle	E2.6		5		30.07.2020	17.08.2020
Oedothorax fuscus	male	2	Nelson-Mandela	Nelson-Mandela_2020_E2.6	30	7	2020	16	8	2020	151	Bodenfalle	E2.6		5		30.07.2020	16.08.2020
Oedothorax fuscus	female	1	Nelson-Mandela	Nelson-Mandela_2020_E2.6	30	7	2020	16	8	2020	151	Bodenfalle	E2.6		5		30.07.2020	16.08.2020
Oedothorax fuscus	male	1	Nelson-Mandela	Nelson-Mandela_2020_E2.6	30	7	2020	17	8	2020	151	Bodenfalle	E2.6		5		30.07.2020	17.08.2020
Oedothorax fuscus	female	1	Nelson-Mandela	Nelson-Mandela_2020_E2.6	30	7	2020	17	8	2020	151	Bodenfalle	E2.6		5		30.07.2020	17.08.2020
Oedothorax fuscus	male	1	Nelson-Mandela	Nelson-Mandela_2020_E2.6	30	7	2020	17	8	2020	151	Bodenfalle	E2.6		5		30.07.2020	17.08.2020
Oedothorax fuscus	male	2	Nelson-Mandela	Nelson-Mandela_2020_E2.6	30	7	2020	17	8	2020	151	Bodenfalle	E2.6		5		30.07.2020	17.08.2020
Trochosa ruricola	female	2	Nelson-Mandela	Nelson-Mandela_2020_E2.6	30	7	2020	16	8	2020	151	Bodenfalle	E2.6		5		30.07.2020	16.08.2020
Trochosa ruricola	male	4	Nelson-Mandela	Nelson-Mandela_2020_E2.6	30	7	2020	16	8	2020	151	Bodenfalle	E2.6		5		30.07.2020	16.08.2020
Trochosa ruricola	female	1	Nelson-Mandela	Nelson-Mandela_2020_E2.6	30	7	2020	17	8	2020	151	Bodenfalle	E2.6		5		30.07.2020	17.08.2020
Erigone atra	male	4	Nelson-Mandela	Nelson-Mandela_2020_E2.6	17	8	2020	3	9	2020	151	Bodenfalle	E2.6		5		17.08.2020	03.09.2020
Erigone atra	female	1	Nelson-Mandela	Nelson-Mandela_2020_E2.6	17	8	2020	3	9	2020	151	Bodenfalle	E2.6		5		17.08.2020	03.09.2020
Erigone atra	male	2	Nelson-Mandela	Nelson-Mandela_2020_E2.6	17	8	2020	3	9	2020	151	Bodenfalle	E2.6		5		17.08.2020	03.09.2020
Erigone atra	female	2	Nelson-Mandela	Nelson-Mandela_2020_E2.6	17	8	2020	3	9	2020	151	Bodenfalle	E2.6		5		17.08.2020	03.09.2020
Erigone dentipalpis	male	7	Nelson-Mandela	Nelson-Mandela_2020_E2.6	17	8	2020	3	9	2020	151	Bodenfalle	E2.6		5		17.08.2020	03.09.2020
Erigone dentipalpis	female	1	Nelson-Mandela	Nelson-Mandela_2020_E2.6	17	8	2020	3	9	2020	151	Bodenfalle	E2.6		5		17.08.2020	03.09.2020
Erigone dentipalpis	male	2	Nelson-Mandela	Nelson-Mandela_2020_E2.6	17	8	2020	3	9	2020	151	Bodenfalle	E2.6		5		17.08.2020	03.09.2020
Erigone dentipalpis	male	6	Nelson-Mandela	Nelson-Mandela_2020_E2.6	17	8	2020	3	9	2020	151	Bodenfalle	E2.6		5		17.08.2020	03.09.2020
Erigone dentipalpis	female	5	Nelson-Mandela	Nelson-Mandela_2020_E2.6	17	8	2020	3	9	2020	151	Bodenfalle	E2.6		5		17.08.2020	03.09.2020
Erigone dentipalpis	male	6	Nelson-Mandela	Nelson-Mandela_2020_E2.6	17	8	2020	3	9	2020	151	Bodenfalle	E2.6		5		17.08.2020	03.09.2020
Erigone dentipalpis	female	1	Nelson-Mandela	Nelson-Mandela_2020_E2.6	17	8	2020	3	9	2020	151	Bodenfalle	E2.6		5		17.08.2020	03.09.2020
Oedothorax fuscus	male	2	Nelson-Mandela	Nelson-Mandela_2020_E2.6	17	8	2020	3	9	2020	151	Bodenfalle	E2.6		5		17.08.2020	03.09.2020
Oedothorax fuscus	female	1	Nelson-Mandela	Nelson-Mandela_2020_E2.6	17	8	2020	3	9	2020	151	Bodenfalle	E2.6		5		17.08.2020	03.09.2020
Oedothorax fuscus	male	1	Nelson-Mandela	Nelson-Mandela_2020_E2.6	17	8	2020	3	9	2020	151	Bodenfalle	E2.6		5		17.08.2020	03.09.2020
Oedothorax fuscus	female	1	Nelson-Mandela	Nelson-Mandela_2020_E2.6	17	8	2020	3	9	2020	151	Bodenfalle	E2.6		5		17.08.2020	03.09.2020
Trochosa ruricola	male	1	Nelson-Mandela	Nelson-Mandela_2020_E2.6	17	8	2020	3	9	2020	151	Bodenfalle	E2.6		5		17.08.2020	03.09.2020
Trochosa ruricola	female	1	Nelson-Mandela	Nelson-Mandela_2020_E2.6	17	8	2020	3	9	2020	151	Bodenfalle	E2.6		5		17.08.2020	03.09.2020
Trochosa ruricola	male	2	Nelson-Mandela	Nelson-Mandela_2020_E2.6	17	8	2020	3	9	2020	151	Bodenfalle	E2.6		5		17.08.2020	03.09.2020
Agyneta rurestris	female	1	Nelson-Mandela	Nelson-Mandela_2020_E2.6	3	9	2020	17	9	2020	151	Bodenfalle	E2.6		5		03.09.2020	17.09.2020
Erigone atra	female	1	Nelson-Mandela	Nelson-Mandela_2020_E2.6	3	9	2020	17	9	2020	151	Bodenfalle	E2.6		5		03.09.2020	17.09.2020
Erigone dentipalpis	male	2	Nelson-Mandela	Nelson-Mandela_2020_E2.6	3	9	2020	17	9	2020	151	Bodenfalle	E2.6		5		03.09.2020	17.09.2020
Erigone dentipalpis	male	2	Nelson-Mandela	Nelson-Mandela_2020_E2.6	3	9	2020	17	9	2020	151	Bodenfalle	E2.6		5		03.09.2020	17.09.2020
Erigone dentipalpis	female	2	Nelson-Mandela	Nelson-Mandela_2020_E2.6	3	9	2020	17	9	2020	151	Bodenfalle	E2.6		5		03.09.2020	17.09.2020
Erigone dentipalpis	male	5	Nelson-Mandela	Nelson-Mandela_2020_E2.6	3	9	2020	17	9	2020	151	Bodenfalle	E2.6		5		03.09.2020	17.09.2020
Erigone dentipalpis	male	1	Nelson-Mandela	Nelson-Mandela_2020_E2.6	3	9	2020	17	9	2020	151	Bodenfalle	E2.6		5		03.09.2020	17.09.2020
Oedothorax fuscus	male	3	Nelson-Mandela	Nelson-Mandela_2020_E2.6	3	9	2020	17	9	2020	151	Bodenfalle	E2.6		5		03.09.2020	17.09.2020
Oedothorax fuscus	male	5	Nelson-Mandela	Nelson-Mandela_2020_E2.6	3	9	2020	17	9	2020	151	Bodenfalle	E2.6		5		03.09.2020	17.09.2020
Oedothorax fuscus	female	2	Nelson-Mandela	Nelson-Mandela_2020_E2.6	3	9	2020	17	9	2020	151	Bodenfalle	E2.6		5		03.09.2020	17.09.2020
